receiver,tackler
I.Crowell (CLE),W.Allen (PIT)
A.Hawkins (CLE),W.Gay (PIT)
T.Benjamin (CLE),A.Blake (PIT)
B.Hartline (CLE),W.Gay (PIT)
A.Hawkins (CLE),L.Timmons (PIT)
T.Benjamin (CLE),A.Moats (PIT)
T.Gabriel (CLE),M.Mitchell (PIT)
T.Benjamin (CLE),W.Allen (PIT)
T.Gabriel (CLE),W.Allen (PIT)
N.Boyle (BAL),T.Armbrister (JAC)
A.Robinson (JAC),J.Smith (BAL)
K.Juszczyk (BAL),P.Posluszny (JAC)
K.Aiken (BAL),J.Cyprien (JAC)
K.Juszczyk (BAL),T.Smith (JAC)
J.Forsett (BAL),T.Smith (JAC)
C.Gillmore (BAL),T.Smith (JAC)
C.Gillmore (BAL),P.Posluszny (JAC)
B.Walters (JAC),Z.Smith (BAL)
B.Walters (JAC),W.Hill (BAL)
K.Aiken (BAL),T.Smith (JAC)
K.Aiken (BAL),A.Colvin (JAC)
N.Boyle (BAL),D.House (JAC)
A.Hurns (JAC),S.Wright (BAL)
T.Yeldon (JAC),W.Hill (BAL)
J.Thomas (JAC),W.Hill (BAL)
M.Lewis (JAC),J.Smith (BAL)
A.Robinson (JAC),L.Webb (BAL)
K.Aiken (BAL),S.Brown (JAC)
C.Givens (BAL),P.Posluszny (JAC)
K.Aiken (BAL),D.Gratz (JAC)
C.Givens (BAL),D.House (JAC)
C.Givens (BAL),D.Gratz (JAC)
J.Forsett (BAL),A.Colvin (JAC)
J.Forsett (BAL),P.Posluszny (JAC)
C.Gillmore (BAL),J.Cyprien (JAC)
N.Boyle (BAL),T.Smith (JAC)
K.Juszczyk (BAL),T.Armbrister (JAC)
K.Aiken (BAL),D.House (JAC)
T.Yeldon (JAC),S.Wright (BAL)
M.Williams (BAL),S.Brown (JAC)
T.Yeldon (JAC),C.Mosley (BAL)
A.Hurns (JAC),K.Lewis (BAL)
M.Williams (BAL),T.Smith (JAC)
M.Brown (BAL),A.Colvin (JAC)
M.Williams (BAL),D.House (JAC)
J.Butler (BAL),D.House (JAC)
A.Robinson (JAC),L.Guy (BAL)
K.Juszczyk (BAL),J.Cyprien (JAC)
K.Juszczyk (BAL),S.Brown (JAC)
J.Allen (BAL),J.Cyprien (JAC)
M.Lee (JAC),C.Mosley (BAL)
A.Hurns (JAC),L.Webb (BAL)
J.Thomas (JAC),C.Mosley (BAL)
M.Pruitt (MIN),M.Smith (OAK)
R.Ellison (MIN),C.Lofton (OAK)
M.Asiata (MIN),M.Smith (OAK)
A.Cooper (OAK),X.Rhodes (MIN)
C.Walford (OAK),T.Newman (MIN)
L.Smith (OAK),A.Barr (MIN)
A.Peterson (MIN),C.Lofton (OAK)
J.McKinnon (MIN),M.Smith (OAK)
A.Cooper (OAK),H.Smith (MIN)
M.Crabtree (OAK),H.Smith (MIN)
A.Cooper (OAK),A.Sendejo (MIN)
M.Rivera (OAK),T.Newman (MIN)
M.Rivera (OAK),L.Joseph (MIN)
S.Diggs (MIN),D.Hayden (OAK)
M.Crabtree (OAK),C.Munnerlyn (MIN)
M.Crabtree (OAK),A.Barr (MIN)
A.Peterson (MIN),M.Smith (OAK)
M.Asiata (MIN),M.Edwards (OAK)
J.Olawale (OAK),A.Barr (MIN)
A.Cooper (OAK),C.Munnerlyn (MIN)
S.Diggs (MIN),T.Carrie (OAK)
K.Rudolph (MIN),D.Hayden (OAK)
M.Rivera (OAK),C.Munnerlyn (MIN)
L.Murray (OAK),A.Barr (MIN)
S.Roberts (OAK),X.Rhodes (MIN)
J.Olawale (OAK),T.Waynes (MIN)
M.Rivera (OAK),T.Waynes (MIN)
J.Olawale (OAK),C.Munnerlyn (MIN)
D.Amendola (NE),T.Wade (NYG)
J.Edelman (NE),L.Collins (NYG)
B.LaFell (NE),J.Hosley (NYG)
L.Blount (NE),L.Collins (NYG)
W.Tye (NYG),J.Freeny (NE)
D.Amendola (NE),D.Kennard (NYG)
J.Edelman (NE),J.Brinkley (NYG)
J.Edelman (NE),D.Rodgers-Cromartie (NYG)
R.Gronkowski (NE),J.Hosley (NYG)
D.Harris (NYG),J.Coleman (NE)
S.Vereen (NYG),J.Freeny (NE)
M.White (NYG),J.Coleman (NE)
J.Cunningham (NYG),J.Freeny (NE)
D.Amendola (NE),J.Brinkley (NYG)
R.Gronkowski (NE),C.Dahl (NYG)
D.Amendola (NE),D.Rodgers-Cromartie (NYG)
R.Randle (NYG),L.Ryan (NE)
W.Tye (NYG),D.McCourty (NE)
W.Tye (NYG),P.Chung (NE)
S.Vereen (NYG),L.Ryan (NE)
O.Beckham (NYG),M.Butler (NE)
R.Randle (NYG),D.McCourty (NE)
R.Randle (NYG),M.Brown (NE)
R.Gronkowski (NE),J.Brinkley (NYG)
W.Tye (NYG),R.Ninkovich (NE)
D.Amendola (NE),B.Meriweather (NYG)
J.White (NE),J.Casillas (NYG)
B.LaFell (NE),B.Meriweather (NYG)
L.Blount (NE),J.Brinkley (NYG)
R.Jennings (NYG),J.Mayo (NE)
D.Harris (NYG),R.Melvin (NE)
D.Amendola (NE),J.Casillas (NYG)
A.Dobson (NE),D.Rodgers-Cromartie (NYG)
D.Amendola (NE),L.Collins (NYG)
T.Kelce (KC),D.Stewart (DEN)
R.Hillman (DEN),D.Johnson (KC)
D.Thomas (KC),T.Ward (DEN)
B.Parker (KC),B.Roby (DEN)
C.Latimer (DEN),R.Parker (KC)
C.West (KC),V.Miller (DEN)
J.Maclin (KC),B.Roby (DEN)
V.Green (DEN),T.Hali (KC)
T.Kelce (KC),B.Marshall (DEN)
T.Kelce (KC),T.Ward (DEN)
J.Maclin (KC),D.Stewart (DEN)
R.Hillman (DEN),H.Abdullah (KC)
J.Maclin (KC),D.Trevathan (DEN)
D.Thomas (KC),D.Bruton (DEN)
A.Wilson (KC),B.Roby (DEN)
R.Hillman (DEN),M.Peters (KC)
C.Latimer (DEN),C.Latimer (KC)
C.West (KC),S.Ray (DEN)
O.Daniels (DEN),T.Hali (KC)
D.Thomas (DEN),S.Smith (KC)
A.Caldwell (DEN),R.Parker (KC)
V.Davis (DEN),D.Sorensen (KC)
B.Fowler (DEN),D.Sorensen (KC)
C.Latimer (DEN),E.Berry (KC)
D.Thomas (DEN),J.Howard (KC)
V.Davis (DEN),J.Mauga (KC)
L.Fitzgerald (ARI),B.Wagner (SEA)
J.Graham (SEA),T.Jefferson (ARI)
D.Baldwin (SEA),T.Mathieu (ARI)
L.Fitzgerald (ARI),E.Thomas (SEA)
D.Fells (ARI),B.Wagner (SEA)
A.Ellington (ARI),K.Wright (SEA)
L.Fitzgerald (ARI),C.Williams (SEA)
M.Floyd (ARI),K.Chancellor (SEA)
M.Floyd (ARI),R.Sherman (SEA)
M.Floyd (ARI),C.Williams (SEA)
P.Richardson (SEA),J.Powers (ARI)
M.Floyd (ARI),K.Wright (SEA)
A.Ellington (ARI),B.Wagner (SEA)
D.Johnson (ARI),K.Chancellor (SEA)
J.Graham (SEA),D.Bucannon (ARI)
D.Baldwin (SEA),J.Bethel (ARI)
A.Ellington (ARI),E.Thomas (SEA)
D.Baldwin (SEA),D.Bucannon (ARI)
L.Fitzgerald (ARI),K.Chancellor (SEA)
D.Baldwin (SEA),P.Peterson (ARI)
M.Lynch (SEA),A.Okafor (ARI)
J.Kearse (SEA),J.Powers (ARI)
M.Jones (CIN),B.Cushing (HOU)
A.Green (CIN),Q.Demps (HOU)
A.Green (CIN),K.Johnson (HOU)
A.Green (CIN),A.Hal (HOU)
T.Eifert (CIN),B.McKinney (HOU)
G.Bernard (CIN),J.Joseph (HOU)
A.Blue (HOU),G.Atkins (CIN)
C.Shorts (HOU),A.Jones (CIN)
N.Washington (HOU),G.Iloka (CIN)
C.Fiedorowicz (HOU),A.Jones (CIN)
R.Hewitt (CIN),K.Johnson (HOU)
G.Bernard (CIN),E.Pleasant (HOU)
R.Griffin (HOU),V.Rey (CIN)
J.Hill (CIN),B.McKinney (HOU)
J.Grimes (HOU),V.Rey (CIN)
D.Hopkins (HOU),A.Jones (CIN)
C.Shorts (HOU),G.Iloka (CIN)
D.Hopkins (HOU),D.Kirkpatrick (CIN)
C.Fiedorowicz (HOU),G.Iloka (CIN)
R.Griffin (HOU),D.Kirkpatrick (CIN)
M.Sanu (CIN),Q.Demps (HOU)
T.Eifert (CIN),C.James (HOU)
N.Washington (HOU),V.Burfict (CIN)
A.Green (CIN),E.Pleasant (HOU)
G.Bernard (CIN),C.James (HOU)
T.Eifert (CIN),J.Joseph (HOU)
M.Jones (CIN),J.Joseph (HOU)
G.Bernard (CIN),B.Cushing (HOU)
H.Douglas (TEN),A.Colvin (JAC)
D.McCluster (TEN),D.House (JAC)
D.Walker (TEN),P.Posluszny (JAC)
A.Fasano (TEN),P.Posluszny (JAC)
J.Thomas (JAC),C.Sensabaugh (TEN)
D.Walker (TEN),J.Cyprien (JAC)
J.Thomas (JAC),D.Searcy (TEN)
B.Walters (JAC),P.Cox (TEN)
B.Walters (JAC),C.Riggs (TEN)
J.Thomas (JAC),Z.Brown (TEN)
R.Greene (JAC),C.Sensabaugh (TEN)
C.Harbor (JAC),M.Griffin (TEN)
A.Hurns (JAC),C.Sensabaugh (TEN)
T.Yeldon (JAC),C.Riggs (TEN)
A.Robinson (JAC),C.Sensabaugh (TEN)
D.Walker (TEN),T.Smith (JAC)
J.Thomas (JAC),W.Woodyard (TEN)
T.Yeldon (JAC),K.Klug (TEN)
A.Robinson (JAC),P.Cox (TEN)
D.McCluster (TEN),J.Cyprien (JAC)
A.Fasano (TEN),A.Colvin (JAC)
T.Yeldon (JAC),D.Bass (TEN)
P.Supernaw (TEN),P.Posluszny (JAC)
J.Fowler (TEN),T.Armbrister (JAC)
A.Robinson (JAC),M.Griffin (TEN)
P.Supernaw (TEN),D.House (JAC)
A.Hurns (JAC),W.Woodyard (TEN)
A.Andrews (TEN),A.Colvin (JAC)
D.Green (TEN),D.McCray (JAC)
A.Andrews (TEN),T.Smith (JAC)
G.Tate (DET),D.Hayden (OAK)
T.Riddick (DET),S.McGee (OAK)
L.Moore (DET),C.Woodson (OAK)
G.Tate (DET),M.Smith (OAK)
A.Abdullah (DET),B.Heeney (OAK)
J.Olawale (OAK),C.Reid (DET)
C.Johnson (DET),T.Carrie (OAK)
J.Bell (DET),M.Smith (OAK)
C.Johnson (DET),C.Woodson (OAK)
M.Crabtree (OAK),Q.Diggs (DET)
B.Pettigrew (DET),K.Mack (OAK)
M.Crabtree (OAK),N.Lawson (DET)
C.Walford (OAK),T.Whitehead (DET)
C.Johnson (DET),N.Allen (OAK)
G.Tate (DET),T.Carrie (OAK)
S.Roberts (OAK),I.Abdul-Quddus (DET)
A.Cooper (OAK),Q.Diggs (DET)
G.Tate (DET),K.Mack (OAK)
M.Rivera (OAK),G.Quin (DET)
G.Tate (DET),C.Woodson (OAK)
T.Riddick (DET),T.Mays (OAK)
T.Riddick (DET),D.Hayden (OAK)
S.Roberts (OAK),D.Slay (DET)
M.Rivera (OAK),Q.Diggs (DET)
T.Riddick (DET),T.Carrie (OAK)
T.Riddick (DET),M.Smith (OAK)
R.White (ATL),G.Toler (IND)
D.Moncrief (IND),J.Collins (ATL)
F.Gore (IND),J.Durant (ATL)
A.Bradshaw (IND),P.Soliai (ATL)
T.Hilton (IND),D.Trufant (ATL)
L.Hankerson (ATL),D.Lowery (IND)
J.Jones (ATL),C.Geathers (IND)
L.Hankerson (ATL),D.Butler (IND)
D.Moncrief (IND),D.Trufant (ATL)
G.Whalen (IND),D.Trufant (ATL)
C.Fleener (IND),J.Durant (ATL)
F.Gore (IND),J.Collins (ATL)
D.Moncrief (IND),C.Godfrey (ATL)
J.Jones (ATL),V.Davis (IND)
T.Ward (ATL),V.Davis (IND)
J.Jones (ATL),G.Toler (IND)
J.Jones (ATL),J.Freeman (IND)
D.Allen (IND),T.Jackson (ATL)
A.Johnson (IND),R.Allen (ATL)
G.Whalen (IND),R.Alford (ATL)
T.Ward (ATL),D.Butler (IND)
F.Gore (IND),W.Moore (ATL)
D.Moncrief (IND),R.Allen (ATL)
K.Britt (STL),C.Mosley (BAL)
W.Welker (STL),C.Upshaw (BAL)
K.Juszczyk (BAL),T.McDonald (STL)
C.Givens (BAL),T.Johnson (STL)
C.Gillmore (BAL),R.McLeod (STL)
J.Butler (BAL),A.Donald (STL)
J.Butler (BAL),R.McLeod (STL)
C.Gillmore (BAL),J.Laurinaitis (STL)
K.Aiken (BAL),T.Johnson (STL)
K.Britt (STL),J.Smith (BAL)
K.Aiken (BAL),J.Jenkins (STL)
J.Butler (BAL),L.Joyner (STL)
M.Williams (BAL),L.Joyner (STL)
K.Juszczyk (BAL),M.Barron (STL)
C.Gillmore (BAL),T.McDonald (STL)
K.Aiken (BAL),L.Joyner (STL)
M.Williams (BAL),E.Westbrooks (STL)
K.Juszczyk (BAL),J.Laurinaitis (STL)
J.Cook (STL),J.Smith (BAL)
J.Allen (BAL),T.Johnson (STL)
J.Allen (BAL),J.Laurinaitis (STL)
W.Welker (STL),C.Mosley (BAL)
J.Allen (BAL),M.Barron (STL)
L.Kendricks (STL),K.Lewis (BAL)
J.Allen (BAL),T.McDonald (STL)
J.Cook (STL),C.Upshaw (BAL)
K.Aiken (BAL),M.Roberson (STL)
K.Aiken (BAL),M.Barron (STL)
M.Williams (BAL),J.Jenkins (STL)
J.Cook (STL),C.Mosley (BAL)
B.Cunningham (STL),E.Dumervil (BAL)
T.Austin (STL),J.Smith (BAL)
C.Givens (BAL),J.Jenkins (STL)
N.Agholor (PHI),S.Moore (TB)
Z.Ertz (PHI),L.David (TB)
N.Agholor (PHI),B.McDougald (TB)
B.Celek (PHI),C.Conte (TB)
C.Brate (TB),W.Thurmond (PHI)
A.Humphries (TB),E.Biggers (PHI)
M.Evans (TB),M.Jenkins (PHI)
D.Sproles (PHI),K.Alexander (TB)
Z.Ertz (PHI),S.Moore (TB)
D.Murray (PHI),C.Conte (TB)
V.Jackson (TB),E.Biggers (PHI)
C.Sims (TB),W.Thurmond (PHI)
A.Humphries (TB),F.Cox (PHI)
C.Sims (TB),C.Barwin (PHI)
B.Celek (PHI),K.Alexander (TB)
C.Brate (TB),N.Carroll (PHI)
M.Evans (TB),B.Maxwell (PHI)
V.Jackson (TB),W.Thurmond (PHI)
C.Brate (TB),B.Maxwell (PHI)
J.Matthews (PHI),S.Moore (TB)
R.Cooper (PHI),C.Conte (TB)
B.Celek (PHI),L.David (TB)
M.Evans (TB),N.Carroll (PHI)
B.Celek (PHI),B.McDougald (TB)
D.Murray (PHI),J.Adjei-Barimah (TB)
D.Murray (PHI),S.Moore (TB)
J.Matthews (PHI),A.Verner (TB)
D.Murray (PHI),L.David (TB)
D.Sproles (PHI),J.Adjei-Barimah (TB)
B.Celek (PHI),J.Adjei-Barimah (TB)
J.Matthews (PHI),B.Carter (TB)
D.Thomas (DEN),W.Sutton (CHI)
Z.Miller (CHI),D.Trevathan (DEN)
M.Mariani (CHI),C.Harris (DEN)
V.Green (DEN),J.Anderson (CHI)
V.Davis (DEN),J.Anderson (CHI)
M.Bennett (CHI),S.Barrett (DEN)
M.Wilson (CHI),T.Ward (DEN)
V.Davis (DEN),S.McClellin (CHI)
J.Bellamy (CHI),C.Harris (DEN)
J.Bellamy (CHI),C.Nelson (DEN)
R.Hillman (DEN),S.McClellin (CHI)
O.Daniels (DEN),A.Amos (CHI)
V.Davis (DEN),A.Amos (CHI)
D.Thomas (DEN),A.Amos (CHI)
O.Daniels (DEN),S.McClellin (CHI)
C.Latimer (DEN),K.Fuller (CHI)
C.Anderson (DEN),J.Anderson (CHI)
O.Daniels (DEN),K.Fuller (CHI)
J.Langford (CHI),T.Ward (DEN)
J.Norwood (DEN),A.Amos (CHI)
Z.Miller (CHI),V.Miller (DEN)
M.Wilson (CHI),B.Marshall (DEN)
V.Davis (DEN),W.Young (CHI)
C.Anderson (DEN),C.Prosinski (CHI)
M.Wilson (CHI),C.Harris (DEN)
J.Langford (CHI),B.Marshall (DEN)
V.Davis (DEN),C.Prosinski (CHI)
J.Bellamy (CHI),B.Roby (DEN)
M.Bennett (CHI),A.Talib (DEN)
Z.Miller (CHI),D.Bruton (DEN)
J.Bellamy (CHI),A.Talib (DEN)
J.Langford (CHI),D.Trevathan (DEN)
J.Grimes (HOU),D.Davis (NYJ)
D.Hopkins (HOU),D.Revis (NYJ)
C.Ivory (NYJ),W.Mercilus (HOU)
B.Marshall (NYJ),K.Johnson (HOU)
S.Ridley (NYJ),B.Cushing (HOU)
A.Blue (HOU),D.Harris (NYJ)
R.Griffin (HOU),C.Pryor (NYJ)
Q.Enunwa (NYJ),A.Hal (HOU)
B.Powell (NYJ),J.Simon (HOU)
B.Marshall (NYJ),J.Joseph (HOU)
N.Washington (HOU),A.Cromartie (NYJ)
C.Shorts (HOU),B.Skrine (NYJ)
C.Shorts (HOU),M.Gilchrist (NYJ)
J.Grimes (HOU),C.Pace (NYJ)
E.Decker (NYJ),K.Johnson (HOU)
E.Decker (NYJ),E.Pleasant (HOU)
W.Johnson (NYJ),J.Watt (HOU)
Q.Enunwa (NYJ),C.James (HOU)
E.Decker (NYJ),Q.Demps (HOU)
A.Blue (HOU),D.Davis (NYJ)
B.Powell (NYJ),E.Pleasant (HOU)
B.Powell (NYJ),J.Clowney (HOU)
B.Powell (NYJ),B.Cushing (HOU)
B.Powell (NYJ),Q.Demps (HOU)
P.Garcon (WAS),B.Benwikere (CAR)
J.Reed (WAS),J.Norman (CAR)
D.Funchess (CAR),J.Johnson (WAS)
P.Garcon (WAS),J.Norman (CAR)
J.Cotchery (CAR),C.Culliver (WAS)
T.Ginn (CAR),C.Culliver (WAS)
D.Funchess (CAR),B.Breeland (WAS)
J.Cotchery (CAR),W.Compton (WAS)
B.Bersin (CAR),B.Breeland (WAS)
D.Jackson (WAS),R.Harper (CAR)
M.Jones (WAS),L.Kuechly (CAR)
J.Cotchery (CAR),K.Jarrett (WAS)
G.Olsen (CAR),B.Breeland (WAS)
J.Stewart (CAR),J.Hatcher (WAS)
T.Ginn (CAR),P.Smith (WAS)
P.Garcon (WAS),C.Jones (CAR)
D.Carrier (WAS),C.Jones (CAR)
J.Reed (WAS),L.Kuechly (CAR)
F.Whittaker (CAR),P.Riley (WAS)
T.Ginn (CAR),P.Riley (WAS)
J.Cotchery (CAR),W.Blackmon (WAS)
C.Thompson (WAS),B.Benwikere (CAR)
D.Jackson (WAS),J.Norman (CAR)
T.Ginn (CAR),B.Breeland (WAS)
J.Crowder (WAS),B.Benwikere (CAR)
C.Thompson (WAS),L.Kuechly (CAR)
D.Jackson (WAS),K.Coleman (CAR)
C.Thompson (WAS),T.Davis (CAR)
D.Funchess (CAR),C.Culliver (WAS)
M.Tolbert (CAR),D.Goldson (WAS)
J.Reed (WAS),A.Klein (CAR)
J.Reed (WAS),C.Jones (CAR)
J.Reed (WAS),K.Coleman (CAR)
C.Thompson (WAS),D.Edwards (CAR)
M.Jones (WAS),S.Thompson (CAR)
D.Carrier (WAS),A.Klein (CAR)
R.Matthews (MIA),B.Jones (DAL)
J.Landry (MIA),S.Lee (DAL)
J.Witten (DAL),M.Thomas (MIA)
G.Escobar (DAL),K.Sheppard (MIA)
D.Bryant (DAL),Z.Bowman (MIA)
J.Cameron (MIA),B.Church (DAL)
D.Bryant (DAL),B.Grimes (MIA)
D.Street (DAL),J.Taylor (MIA)
T.Williams (DAL),J.Taylor (MIA)
J.Landry (MIA),B.Jones (DAL)
T.Williams (DAL),R.Jones (MIA)
R.Matthews (MIA),B.Church (DAL)
L.Miller (MIA),B.Jones (DAL)
D.Sims (MIA),R.McClain (DAL)
J.Ajayi (MIA),T.Patmon (DAL)
J.Ajayi (MIA),R.Gregory (DAL)
D.McFadden (DAL),J.Taylor (MIA)
R.Turbin (DAL),K.Sheppard (MIA)
J.Witten (DAL),W.Aikens (MIA)
K.Stills (MIA),B.Carr (DAL)
L.Miller (MIA),S.Lee (DAL)
C.Beasley (DAL),M.Thomas (MIA)
J.Landry (MIA),J.Crawford (DAL)
T.Kelce (KC),P.Robinson (SD)
J.Avant (KC),J.Verrett (SD)
T.Kelce (KC),D.Perryman (SD)
C.West (KC),B.Flowers (SD)
L.Green (SD),H.Abdullah (KC)
D.Inman (SD),E.Berry (KC)
S.Johnson (SD),R.Parker (KC)
S.Johnson (SD),E.Berry (KC)
T.Kelce (KC),M.Ingram (SD)
D.Harris (KC),M.Te'o (SD)
J.Maclin (KC),J.Verrett (SD)
A.Wilson (KC),J.Addae (SD)
M.Gordon (SD),J.Mauga (KC)
J.Herndon (SD),R.Parker (KC)
T.Kelce (KC),J.Wilson (SD)
J.Herndon (SD),E.Berry (KC)
J.Herndon (SD),D.Johnson (KC)
J.Avant (KC),P.Robinson (SD)
C.West (KC),J.Verrett (SD)
S.Johnson (SD),J.Mauga (KC)
S.Johnson (SD),M.Peters (KC)
D.Woodhead (SD),D.Johnson (KC)
A.Wilson (KC),P.Robinson (SD)
A.Gates (SD),E.Berry (KC)
S.Diggs (MIN),S.Shields (GB)
J.Wright (MIN),D.Randall (GB)
S.Diggs (MIN),D.Randall (GB)
J.McKinnon (MIN),S.Shields (GB)
J.Jones (GB),E.Kendricks (MIN)
J.Jones (GB),H.Smith (MIN)
D.Adams (GB),X.Rhodes (MIN)
R.Rodgers (GB),A.Barr (MIN)
S.Diggs (MIN),C.Hayward (GB)
M.Asiata (MIN),S.Shields (GB)
D.Adams (GB),T.Newman (MIN)
E.Lacy (GB),L.Joseph (MIN)
A.Peterson (MIN),C.Hayward (GB)
R.Ellison (MIN),S.Shields (GB)
R.Rodgers (GB),A.Sendejo (MIN)
J.Jones (GB),C.Munnerlyn (MIN)
R.Rodgers (GB),H.Smith (MIN)
K.Rudolph (MIN),C.Hayward (GB)
J.Starks (GB),A.Sendejo (MIN)
K.Rudolph (MIN),N.Palmer (GB)
K.Rudolph (MIN),H.Clinton-Dix (GB)
Z.Line (MIN),H.Clinton-Dix (GB)
J.Jones (GB),X.Rhodes (MIN)
J.Jones (GB),A.Sendejo (MIN)
J.Wright (MIN),C.Hayward (GB)
A.Peterson (MIN),H.Clinton-Dix (GB)
M.Pruitt (MIN),C.Hayward (GB)
J.McKinnon (MIN),J.Thomas (GB)
S.Diggs (MIN),H.Clinton-Dix (GB)
K.Rudolph (MIN),C.Matthews (GB)
D.Baldwin (SEA),T.Brock (SF)
T.Rawls (SEA),T.Brock (SF)
J.Graham (SEA),J.Tartt (SF)
D.Baldwin (SEA),E.Reid (SF)
S.Draughn (SF),B.Wagner (SEA)
Q.Patton (SF),B.Wagner (SEA)
S.Draughn (SF),C.Williams (SEA)
J.Graham (SEA),K.Acker (SF)
J.Kearse (SEA),E.Reid (SF)
V.McDonald (SF),M.Morgan (SEA)
L.Willson (SEA),J.Ward (SF)
C.Helfet (SEA),J.Tartt (SF)
T.Lockett (SEA),M.Cromartie (SF)
S.Draughn (SF),K.Chancellor (SEA)
A.Boldin (SF),K.Wright (SEA)
J.Kearse (SEA),D.Johnson (SF)
G.Celek (SF),C.Williams (SEA)
S.Draughn (SF),M.Morgan (SEA)
V.McDonald (SF),C.Williams (SEA)
D.Baldwin (SEA),N.Bowman (SF)
F.Jackson (SEA),J.Tartt (SF)
A.Boldin (SF),E.Thomas (SEA)
V.McDonald (SF),E.Thomas (SEA)
S.Draughn (SF),R.Sherman (SEA)
L.Willson (SEA),N.Bowman (SF)
J.Graham (SEA),N.Bowman (SF)
S.Draughn (SF),F.Clark (SEA)
T.Rawls (SEA),J.Tartt (SF)
J.Graham (SEA),E.Reid (SF)
T.Smith (SF),R.Sherman (SEA)
D.Baldwin (SEA),Q.Dial (SF)
L.Fitzgerald (ARI),A.Hawk (CIN)
L.Fitzgerald (ARI),E.Lamur (CIN)
G.Bernard (CIN),J.Powers (ARI)
A.Green (CIN),J.Powers (ARI)
G.Bernard (CIN),T.Mathieu (ARI)
G.Bernard (CIN),D.Bucannon (ARI)
D.Johnson (ARI),E.Lamur (CIN)
M.Jones (CIN),P.Peterson (ARI)
G.Bernard (CIN),R.Johnson (ARI)
A.Ellington (ARI),J.Shaw (CIN)
C.Johnson (ARI),V.Burfict (CIN)
L.Fitzgerald (ARI),R.Nelson (CIN)
L.Fitzgerald (ARI),L.Hall (CIN)
J.Nelson (ARI),M.Johnson (CIN)
T.Eifert (CIN),D.Bucannon (ARI)
M.Jones (CIN),D.Bucannon (ARI)
M.Jones (CIN),J.Bethel (ARI)
M.Sanu (CIN),R.Johnson (ARI)
L.Fitzgerald (ARI),V.Rey (CIN)
R.Burkhead (CIN),T.Mathieu (ARI)
M.Sanu (CIN),K.Minter (ARI)
A.Green (CIN),R.Johnson (ARI)
J.Nelson (ARI),D.Kirkpatrick (CIN)
L.Fitzgerald (ARI),G.Iloka (CIN)
L.McCoy (BUF),L.Ryan (NE)
J.White (NE),B.Rambo (BUF)
D.Amendola (NE),L.McKelvin (BUF)
R.Woods (BUF),P.Chung (NE)
R.Woods (BUF),D.Hightower (NE)
B.LaFell (NE),B.Rambo (BUF)
R.Woods (BUF),M.Butler (NE)
L.McCoy (BUF),J.Freeny (NE)
L.McCoy (BUF),M.Butler (NE)
D.Amendola (NE),B.Rambo (BUF)
D.Amendola (NE),M.Lawson (BUF)
C.Hogan (BUF),D.McCourty (NE)
C.Hogan (BUF),T.Wilson (NE)
D.Amendola (NE),J.Hughes (BUF)
B.LaFell (NE),C.Graham (BUF)
D.Amendola (NE),P.Brown (BUF)
L.McCoy (BUF),J.Mayo (NE)
C.Clay (BUF),P.Chung (NE)
B.LaFell (NE),N.Bradham (BUF)
D.Amendola (NE),R.Darby (BUF)
L.Blount (NE),P.Brown (BUF)
C.Harper (NE),S.Gilmore (BUF)
C.Hogan (BUF),R.Ninkovich (NE)
S.Watkins (BUF),M.Butler (NE)
C.Hogan (BUF),P.Chung (NE)
C.Hogan (BUF),J.Sheard (NE)
R.Cooper (PHI),N.Lawson (DET)
J.Matthews (PHI),I.Abdul-Quddus (DET)
D.Sproles (PHI),T.Whitehead (DET)
N.Agholor (PHI),D.Slay (DET)
R.Cooper (PHI),I.Abdul-Quddus (DET)
D.Sproles (PHI),J.Bynes (DET)
G.Tate (DET),N.Carroll (PHI)
T.Riddick (DET),B.Maxwell (PHI)
G.Tate (DET),K.Alonso (PHI)
G.Tate (DET),B.Maxwell (PHI)
G.Tate (DET),W.Thurmond (PHI)
J.Matthews (PHI),N.Lawson (DET)
T.Burton (PHI),S.Tulloch (DET)
J.Bell (DET),B.Allen (PHI)
G.Tate (DET),M.Jenkins (PHI)
T.Riddick (DET),M.Kendricks (PHI)
C.Johnson (DET),W.Thurmond (PHI)
C.Johnson (DET),M.Jenkins (PHI)
E.Ebron (DET),W.Thurmond (PHI)
E.Ebron (DET),C.Barwin (PHI)
C.Johnson (DET),B.Maxwell (PHI)
A.Abdullah (DET),B.Graham (PHI)
T.Riddick (DET),W.Thurmond (PHI)
T.Riddick (DET),E.Rowe (PHI)
N.Agholor (PHI),N.Lawson (DET)
D.Sproles (PHI),J.Ihedigbo (DET)
J.Huff (PHI),N.Lawson (DET)
R.Cooper (PHI),D.Slay (DET)
B.Celek (PHI),T.Whitehead (DET)
J.Bell (DET),M.Jenkins (PHI)
T.Burton (PHI),D.Slay (DET)
M.Austin (PHI),N.Lawson (DET)
D.Sproles (PHI),D.Carey (DET)
S.Ajirotutu (PHI),C.Butler (DET)
J.Witten (DAL),T.Boston (CAR)
G.Olsen (CAR),R.McClain (DAL)
D.McFadden (DAL),K.Coleman (CAR)
L.Whitehead (DAL),J.Allen (CAR)
C.Beasley (DAL),C.Jones (CAR)
D.McFadden (DAL),C.Jones (CAR)
C.Beasley (DAL),J.Norman (CAR)
C.Beasley (DAL),B.Benwikere (CAR)
