receiver,tackler
C.West (KC),M.Smith (OAK)
M.Crabtree (OAK),S.Smith (KC)
J.Olawale (OAK),T.Branch (KC)
C.Walford (OAK),D.Johnson (KC)
A.Cooper (OAK),M.Peters (KC)
R.Helu (OAK),T.Branch (KC)
S.Ware (KC),D.Amerson (OAK)
S.Ware (KC),K.Mack (OAK)
L.Murray (OAK),D.Johnson (KC)
M.Crabtree (OAK),M.Peters (KC)
A.Cooper (OAK),S.Smith (KC)
L.Murray (OAK),S.Smith (KC)
A.Holmes (OAK),R.Parker (KC)
S.Roberts (OAK),D.Sorensen (KC)
L.Murray (OAK),M.Peters (KC)
M.Reece (OAK),S.Smith (KC)
M.Reece (OAK),D.Johnson (KC)
V.Davis (DEN),M.Te'o (SD)
D.Thomas (DEN),B.Flowers (SD)
D.Woodhead (SD),D.Trevathan (DEN)
A.Gates (SD),A.Talib (DEN)
L.Green (SD),D.Bruton (DEN)
O.Daniels (DEN),P.Robinson (SD)
O.Daniels (DEN),D.Perryman (SD)
A.Gates (SD),D.Bruton (DEN)
D.Brown (SD),C.Harris (DEN)
D.Thomas (DEN),S.Williams (SD)
E.Sanders (DEN),J.Verrett (SD)
V.Davis (DEN),M.Ingram (SD)
M.Gordon (SD),V.Walker (DEN)
M.Floyd (SD),J.Bush (DEN)
D.Thomas (DEN),D.Perryman (SD)
V.Green (DEN),J.Addae (SD)
D.Woodhead (SD),C.Harris (DEN)
A.Gates (SD),D.Stewart (DEN)
D.Woodhead (SD),A.Talib (DEN)
L.Green (SD),C.Nelson (DEN)
Z.Ertz (PHI),L.Ryan (NE)
D.Sproles (PHI),L.Ryan (NE)
D.Sproles (PHI),M.Butler (NE)
D.Sproles (PHI),P.Chung (NE)
B.LaFell (NE),M.Jenkins (PHI)
K.Martin (NE),E.Rowe (PHI)
D.Amendola (NE),E.Biggers (PHI)
J.Krause (PHI),M.Butler (NE)
K.Barner (PHI),D.McCourty (NE)
D.Amendola (NE),W.Thurmond (PHI)
J.Matthews (PHI),J.Freeny (NE)
B.Celek (PHI),D.McCourty (NE)
B.Bolden (NE),M.Jenkins (PHI)
D.Sproles (PHI),T.Wilson (NE)
J.White (NE),E.Rowe (PHI)
S.Chandler (NE),E.Rowe (PHI)
D.Amendola (NE),K.Alonso (PHI)
J.White (NE),W.Thurmond (PHI)
D.Amendola (NE),M.Kendricks (PHI)
D.Amendola (NE),M.Jenkins (PHI)
S.Chandler (NE),E.Reynolds (PHI)
K.Martin (NE),B.Maxwell (PHI)
J.White (NE),K.Alonso (PHI)
J.White (NE),E.Biggers (PHI)
J.White (NE),E.Reynolds (PHI)
B.LaFell (NE),W.Thurmond (PHI)
R.Cooper (PHI),L.Ryan (NE)
J.White (NE),C.Barwin (PHI)
B.Cooks (NO),C.Jones (CAR)
M.Ingram (NO),L.Kuechly (CAR)
B.Watson (NO),C.Finnegan (CAR)
G.Olsen (CAR),J.Anderson (NO)
C.Spiller (NO),T.Davis (CAR)
T.Ginn (CAR),D.Breaux (NO)
J.Stewart (CAR),K.Vaccaro (NO)
J.Cotchery (CAR),K.Wilson (NO)
B.Cooks (NO),L.Kuechly (CAR)
M.Colston (NO),C.Finnegan (CAR)
B.Watson (NO),K.Coleman (CAR)
M.Ingram (NO),T.Davis (CAR)
T.Graham (NO),C.Finnegan (CAR)
E.Dickson (CAR),B.Browner (NO)
G.Olsen (CAR),B.Dixon (NO)
M.Tolbert (CAR),J.Anderson (NO)
T.Ginn (CAR),B.Dixon (NO)
B.Watson (NO),L.Kuechly (CAR)
J.Stewart (CAR),B.Dixon (NO)
B.Coleman (NO),J.Norman (CAR)
J.Stewart (CAR),J.Anderson (NO)
J.Hill (NO),S.Thompson (CAR)
J.Hill (NO),L.Kuechly (CAR)
G.Olsen (CAR),J.Byrd (NO)
C.Brown (CAR),K.Wilson (NO)
B.Cooks (NO),S.Thompson (CAR)
M.Hoomanawanui (NO),T.Davis (CAR)
T.Ginn (CAR),C.Jordan (NO)
G.Olsen (CAR),K.Edebali (NO)
J.Cotchery (CAR),B.Browner (NO)
J.James (PIT),D.Jackson (IND)
D.Heyward (PIT),M.Adams (IND)
J.James (PIT),D.Butler (IND)
A.Brown (PIT),D.Jackson (IND)
C.Fleener (IND),V.Williams (PIT)
G.Whalen (IND),V.Williams (PIT)
D.Herron (IND),V.Williams (PIT)
A.Brown (PIT),D.Lowery (IND)
A.Johnson (IND),L.Timmons (PIT)
A.Johnson (IND),W.Gay (PIT)
M.Bryant (PIT),G.Toler (IND)
A.Brown (PIT),G.Toler (IND)
M.Bryant (PIT),D.Lowery (IND)
A.Brown (PIT),M.Adams (IND)
F.Gore (IND),W.Gay (PIT)
C.Fleener (IND),L.Timmons (PIT)
M.Wheaton (PIT),M.Adams (IND)
D.Allen (IND),A.Moats (PIT)
C.Fleener (IND),R.Shazier (PIT)
F.Gore (IND),C.Heyward (PIT)
T.Hilton (IND),R.Cockrell (PIT)
A.Brown (PIT),V.Davis (IND)
C.Fleener (IND),W.Gay (PIT)
D.Herron (IND),W.Gay (PIT)
D.Moncrief (IND),M.Mitchell (PIT)
D.Herron (IND),R.Cockrell (PIT)
D.Jackson (WAS),B.Church (DAL)
P.Garcon (WAS),B.Jones (DAL)
P.Garcon (WAS),S.Lee (DAL)
J.Reed (WAS),J.Wilcox (DAL)
C.Thompson (WAS),M.Claiborne (DAL)
R.Turbin (DAL),D.Goldson (WAS)
R.Turbin (DAL),W.Compton (WAS)
J.Crowder (WAS),B.Church (DAL)
M.Jones (WAS),B.Church (DAL)
D.McFadden (DAL),T.Murphy (WAS)
J.Witten (DAL),D.Hall (WAS)
J.Witten (DAL),W.Compton (WAS)
T.Williams (DAL),D.Goldson (WAS)
D.Jackson (WAS),M.Claiborne (DAL)
C.Thompson (WAS),B.Church (DAL)
P.Garcon (WAS),M.Claiborne (DAL)
J.Witten (DAL),Q.Dunbar (WAS)
J.Crowder (WAS),B.Carr (DAL)
J.Reed (WAS),B.Jones (DAL)
D.Jackson (WAS),B.Carr (DAL)
J.Crowder (WAS),S.Lee (DAL)
J.Hanna (DAL),M.Foster (WAS)
L.Whitehead (DAL),W.Blackmon (WAS)
D.Street (DAL),M.Foster (WAS)
J.Crowder (WAS),M.Claiborne (DAL)
C.Thompson (WAS),J.Wilcox (DAL)
D.Bryant (DAL),W.Blackmon (WAS)
J.Witten (DAL),K.Jarrett (WAS)
D.Bryant (DAL),B.Breeland (WAS)
L.Fitzgerald (ARI),E.Kendricks (MIN)
D.Johnson (ARI),C.Greenway (MIN)
L.Fitzgerald (ARI),T.Waynes (MIN)
M.Asiata (MIN),R.Johnson (ARI)
J.Wright (MIN),J.Bethel (ARI)
K.Rudolph (MIN),T.Mathieu (ARI)
J.Wright (MIN),C.Campbell (ARI)
L.Fitzgerald (ARI),C.Munnerlyn (MIN)
R.Ellison (MIN),D.Bucannon (ARI)
M.Pruitt (MIN),D.Bucannon (ARI)
J.McKinnon (MIN),S.Weatherspoon (ARI)
J.Wright (MIN),D.Bucannon (ARI)
D.Fells (ARI),A.Harris (MIN)
K.Rudolph (MIN),J.Bethel (ARI)
M.Pruitt (MIN),R.Johnson (ARI)
J.Wright (MIN),T.Mathieu (ARI)
A.Thielen (MIN),J.Bethel (ARI)
K.Rudolph (MIN),R.Johnson (ARI)
D.Johnson (ARI),T.Waynes (MIN)
M.Asiata (MIN),A.Fua (ARI)
L.Fitzgerald (ARI),A.Harris (MIN)
M.Floyd (ARI),X.Rhodes (MIN)
M.Floyd (ARI),T.Waynes (MIN)
D.Fells (ARI),T.Waynes (MIN)
S.Taylor (ARI),C.Munnerlyn (MIN)
M.Wallace (MIN),J.Bethel (ARI)
S.Diggs (MIN),K.Minter (ARI)
A.Peterson (MIN),P.Peterson (ARI)
M.Wallace (MIN),T.Mathieu (ARI)
Z.Line (MIN),T.Mathieu (ARI)
M.Floyd (ARI),A.Harris (MIN)
M.Iupati (ARI),C.Greenway (MIN)
D.Johnson (ARI),E.Kendricks (MIN)
S.Diggs (MIN),M.Golden (ARI)
K.Rudolph (MIN),D.Bucannon (ARI)
R.Cooper (PHI),L.McKelvin (BUF)
R.Mathews (PHI),C.Graham (BUF)
N.Agholor (PHI),B.Rambo (BUF)
Z.Ertz (PHI),C.Graham (BUF)
R.Woods (BUF),W.Thurmond (PHI)
B.Celek (PHI),C.Graham (BUF)
C.Clay (BUF),B.Logan (PHI)
R.Mathews (PHI),B.Rambo (BUF)
M.Gillislee (BUF),B.Maxwell (PHI)
C.Gragg (BUF),C.Barwin (PHI)
R.Woods (BUF),C.Barwin (PHI)
L.McCoy (BUF),B.Graham (PHI)
J.Matthews (PHI),B.Rambo (BUF)
L.McCoy (BUF),M.Kendricks (PHI)
R.Woods (BUF),M.Kendricks (PHI)
J.Matthews (PHI),N.Robey (BUF)
D.Sproles (PHI),L.McKelvin (BUF)
J.Huff (PHI),L.McKelvin (BUF)
N.Agholor (PHI),R.Darby (BUF)
Z.Ertz (PHI),R.Darby (BUF)
R.Woods (BUF),B.Maxwell (PHI)
S.Watkins (BUF),M.Jenkins (PHI)
S.Watkins (BUF),E.Rowe (PHI)
J.Huff (PHI),B.Rambo (BUF)
Z.Ertz (PHI),P.Brown (BUF)
L.McCoy (BUF),M.Jenkins (PHI)
J.Matthews (PHI),R.Darby (BUF)
J.Felton (BUF),M.Kendricks (PHI)
C.Hogan (BUF),M.Kendricks (PHI)
Z.Ertz (PHI),D.Williams (BUF)
C.Hogan (BUF),M.Jenkins (PHI)
D.Brown (BAL),R.Sherman (SEA)
J.Kearse (SEA),C.Mosley (BAL)
J.Kearse (SEA),S.Wright (BAL)
J.Butler (BAL),R.Sherman (SEA)
J.Butler (BAL),B.Wagner (SEA)
J.Butler (BAL),D.Shead (SEA)
J.Allen (BAL),K.Wright (SEA)
T.Lockett (SEA),L.Webb (BAL)
D.Baldwin (SEA),J.Smith (BAL)
K.Aiken (BAL),K.McCray (SEA)
J.Allen (BAL),C.Avril (SEA)
K.Aiken (BAL),D.Shead (SEA)
J.Butler (BAL),E.Thomas (SEA)
D.Baldwin (SEA),S.Wright (BAL)
J.Kearse (SEA),K.Arrington (BAL)
F.Jackson (SEA),C.Mosley (BAL)
K.Aiken (BAL),E.Thomas (SEA)
C.Helfet (SEA),L.Webb (BAL)
D.Baldwin (SEA),K.Arrington (BAL)
L.Willson (SEA),J.Smith (BAL)
D.Brown (BAL),B.Irvin (SEA)
J.Butler (BAL),M.Burley (SEA)
D.Brown (BAL),K.McCray (SEA)
D.Brown (BAL),E.Thomas (SEA)
T.Lockett (SEA),K.Lewis (BAL)
T.Lockett (SEA),Z.Orr (BAL)
C.Helfet (SEA),S.Wright (BAL)
K.Smith (SEA),L.Webb (BAL)
C.Matthews (BAL),J.Lane (SEA)
K.Aiken (BAL),K.Wright (SEA)
J.Butler (BAL),J.Lane (SEA)
J.Allen (BAL),E.Thomas (SEA)
T.Lockett (SEA),J.Smith (BAL)
T.Benjamin (CLE),E.Reid (SF)
I.Crowell (CLE),E.Reid (SF)
G.Barnidge (CLE),J.Tartt (SF)
B.Hartline (CLE),E.Reid (SF)
T.Smith (SF),C.Gaines (CLE)
Q.Patton (SF),K.Williams (CLE)
B.Bell (SF),K.Dansby (CLE)
T.Benjamin (CLE),C.Carradine (SF)
M.Moore (CLE),E.Reid (SF)
B.Hartline (CLE),J.Tartt (SF)
D.Johnson (CLE),N.Bowman (SF)
B.Leonhardt (SF),T.Williams (CLE)
B.Hartline (CLE),N.Bowman (SF)
T.Benjamin (CLE),K.Acker (SF)
B.Hartline (CLE),J.Ward (SF)
Q.Patton (SF),T.Williams (CLE)
Q.Patton (SF),C.Gaines (CLE)
S.Draughn (SF),C.Kirksey (CLE)
M.Moore (CLE),J.Tartt (SF)
S.Draughn (SF),B.Mingo (CLE)
B.Hartline (CLE),K.Acker (SF)
G.Barnidge (CLE),E.Reid (SF)
A.Boldin (SF),T.Williams (CLE)
A.Boldin (SF),D.Whitner (CLE)
B.Bell (SF),T.Gipson (CLE)
A.Boldin (SF),K.Williams (CLE)
B.Bell (SF),J.Poyer (CLE)
T.Cadet (SF),C.Kirksey (CLE)
T.Cadet (SF),K.Williams (CLE)
J.Simpson (SF),J.Bademosi (CLE)
T.Gurley (STL),T.Whitehead (DET)
T.Austin (STL),N.Lawson (DET)
T.Austin (STL),Q.Diggs (DET)
B.Marquez (STL),G.Quin (DET)
T.Jones (DET),T.Johnson (STL)
B.Pettigrew (DET),M.Alexander (STL)
G.Tate (DET),M.Roberson (STL)
G.Tate (DET),A.Donald (STL)
T.Mason (STL),Q.Diggs (DET)
T.Jones (DET),M.Roberson (STL)
T.Riddick (DET),C.Long (STL)
J.Bell (DET),M.Alexander (STL)
A.Abdullah (DET),M.Roberson (STL)
T.Riddick (DET),M.Roberson (STL)
E.Ebron (DET),M.Barron (STL)
G.Tate (DET),M.Alexander (STL)
T.Riddick (DET),L.Joyner (STL)
J.Cook (STL),N.Lawson (DET)
B.Cunningham (STL),J.Bynes (DET)
T.Jones (DET),J.Laurinaitis (STL)
T.Riddick (DET),M.Barron (STL)
B.Marquez (STL),J.Ihedigbo (DET)
M.Burton (DET),M.Barron (STL)
K.Britt (STL),D.Slay (DET)
W.Welker (STL),I.Abdul-Quddus (DET)
K.Britt (STL),D.Tapp (DET)
A.Abdullah (DET),L.Joyner (STL)
G.Tate (DET),M.Barron (STL)
T.Mason (STL),S.Tulloch (DET)
T.Riddick (DET),W.Hayes (STL)
T.Riddick (DET),T.Johnson (STL)
E.Ebron (DET),T.Johnson (STL)
J.Bell (DET),M.Barron (STL)
C.Johnson (DET),R.McLeod (STL)
B.Marshall (NYJ),W.Woodyard (TEN)
E.Decker (NYJ),B.Webb (TEN)
B.Marshall (NYJ),B.Webb (TEN)
E.Decker (NYJ),P.Cox (TEN)
B.Powell (NYJ),C.Sensabaugh (TEN)
D.Green (TEN),M.Gilchrist (NYJ)
D.Walker (TEN),D.Harris (NYJ)
C.Ivory (NYJ),C.Sensabaugh (TEN)
T.Bohanon (NYJ),P.Cox (TEN)
A.Turzilli (TEN),A.Cromartie (NYJ)
D.Walker (TEN),B.Skrine (NYJ)
D.McCluster (TEN),C.Pryor (NYJ)
D.McCluster (TEN),B.Skrine (NYJ)
A.Turzilli (TEN),D.Revis (NYJ)
E.Decker (NYJ),M.Huff (TEN)
B.Powell (NYJ),M.Griffin (TEN)
H.Douglas (TEN),B.Skrine (NYJ)
D.McCluster (TEN),M.Gilchrist (NYJ)
B.Marshall (NYJ),C.Sensabaugh (TEN)
H.Douglas (TEN),C.Pryor (NYJ)
P.Supernaw (TEN),M.Gilchrist (NYJ)
H.Douglas (TEN),M.Gilchrist (NYJ)
Q.Enunwa (NYJ),C.Sensabaugh (TEN)
B.Powell (NYJ),J.Casey (TEN)
D.Walker (TEN),M.Gilchrist (NYJ)
A.Andrews (TEN),D.Davis (NYJ)
T.Eifert (CIN),M.Mitchell (PIT)
A.Brown (PIT),G.Iloka (CIN)
D.Williams (PIT),J.Shaw (CIN)
M.Wheaton (PIT),D.Kirkpatrick (CIN)
H.Miller (PIT),R.Maualuga (CIN)
H.Miller (PIT),R.Nelson (CIN)
M.Bryant (PIT),J.Shaw (CIN)
A.Green (CIN),W.Gay (PIT)
M.Sanu (CIN),R.Shazier (PIT)
M.Bryant (PIT),V.Burfict (CIN)
A.Brown (PIT),J.Shaw (CIN)
J.Hill (CIN),R.Cockrell (PIT)
A.Green (CIN),W.Allen (PIT)
M.Jones (CIN),B.Boykin (PIT)
D.Williams (PIT),V.Burfict (CIN)
M.Wheaton (PIT),R.Nelson (CIN)
A.Brown (PIT),R.Maualuga (CIN)
M.Jones (CIN),R.Cockrell (PIT)
M.Sanu (CIN),M.Mitchell (PIT)
J.Hill (CIN),L.Timmons (PIT)
M.Wheaton (PIT),V.Burfict (CIN)
G.Bernard (CIN),B.Boykin (PIT)
T.Kroft (CIN),W.Allen (PIT)
G.Bernard (CIN),V.Williams (PIT)
T.Kroft (CIN),L.Timmons (PIT)
G.Bernard (CIN),W.Allen (PIT)
R.Hewitt (CIN),B.Boykin (PIT)
T.Kroft (CIN),R.Golden (PIT)
C.Harbor (JAC),J.Brown (IND)
J.Thomas (JAC),D.Lowery (IND)
A.Johnson (IND),D.House (JAC)
T.Hilton (IND),J.Evans (JAC)
Z.Tipton (IND),S.Brown (JAC)
Z.Tipton (IND),T.Smith (JAC)
T.Yeldon (JAC),C.Geathers (IND)
Z.Tipton (IND),D.House (JAC)
A.Hurns (JAC),J.Brown (IND)
M.Lewis (JAC),D.Butler (IND)
Z.Tipton (IND),N.Marshall (JAC)
F.Gore (IND),J.Odrick (JAC)
D.Herron (IND),J.Cyprien (JAC)
M.Lee (JAC),D.Butler (IND)
J.Thomas (JAC),D.Jackson (IND)
D.Allen (IND),T.Smith (JAC)
Z.Tipton (IND),A.Colvin (JAC)
A.Johnson (IND),T.Smith (JAC)
D.Moncrief (IND),S.Brown (JAC)
F.Gore (IND),T.Alualu (JAC)
D.Allen (IND),J.Cyprien (JAC)
D.Robinson (JAC),D.Parry (IND)
J.Thomas (JAC),J.Newsome (IND)
D.Moncrief (IND),N.Marshall (JAC)
C.Harbor (JAC),B.Werner (IND)
R.Greene (JAC),M.Adams (IND)
D.Herron (IND),A.Branch (JAC)
A.Johnson (IND),J.Tripp (JAC)
J.Maclin (KC),E.Weddle (SD)
J.Herndon (SD),S.Smith (KC)
L.Green (SD),D.Johnson (KC)
A.Wilson (KC),C.Mager (SD)
M.Gordon (SD),S.Smith (KC)
J.Herndon (SD),T.Branch (KC)
M.Gordon (SD),E.Berry (KC)
D.Woodhead (SD),R.Parker (KC)
A.Gates (SD),D.Sorensen (KC)
J.Herndon (SD),M.Peters (KC)
M.Gordon (SD),D.Sorensen (KC)
M.Floyd (SD),M.Peters (KC)
M.Gordon (SD),D.Johnson (KC)
D.Harris (KC),D.Perryman (SD)
T.Kelce (KC),J.Addae (SD)
L.Green (SD),D.Ford (KC)
A.Wilson (KC),J.Verrett (SD)
T.Kelce (KC),M.Te'o (SD)
T.Kelce (KC),E.Weddle (SD)
M.Floyd (SD),D.Johnson (KC)
A.Gates (SD),D.Johnson (KC)
V.Brown (SD),T.Branch (KC)
P.Garcon (WAS),T.Porter (CHI)
J.Reed (WAS),T.Porter (CHI)
J.Reed (WAS),S.McClellin (CHI)
J.Reed (WAS),S.McManis (CHI)
Z.Miller (CHI),W.Compton (WAS)
J.Langford (CHI),K.Jarrett (WAS)
D.Carrier (WAS),S.McClellin (CHI)
J.Crowder (WAS),K.Fuller (CHI)
J.Reed (WAS),A.Amos (CHI)
A.Jeffery (CHI),W.Compton (WAS)
E.Royal (CHI),B.Breeland (WAS)
A.Jeffery (CHI),D.Goldson (WAS)
P.Thomas (WAS),J.Anderson (CHI)
Z.Miller (CHI),M.Foster (WAS)
Z.Miller (CHI),D.Hall (WAS)
M.Forte (CHI),W.Blackmon (WAS)
Z.Miller (CHI),W.Blackmon (WAS)
J.Langford (CHI),W.Compton (WAS)
D.Thompson (CHI),D.Hall (WAS)
M.Jones (WAS),L.Houston (CHI)
D.Young (WAS),T.Porter (CHI)
M.Mariani (CHI),D.Hall (WAS)
A.Jeffery (CHI),D.Hall (WAS)
J.Langford (CHI),Q.Dunbar (WAS)
P.Garcon (WAS),A.Amos (CHI)
R.Ross (WAS),T.Porter (CHI)
M.Forte (CHI),K.Jarrett (WAS)
D.Jackson (WAS),C.Prosinski (CHI)
P.Garcon (WAS),C.Jones (CHI)
M.Mariani (CHI),B.Breeland (WAS)
A.Jeffery (CHI),C.Baker (WAS)
J.Reed (WAS),J.Glenn (CHI)
M.Jones (WAS),A.Amos (CHI)
J.Reed (WAS),A.Ball (CHI)
G.Olsen (CAR),R.Allen (ATL)
G.Olsen (CAR),W.Moore (ATL)
J.Jones (ATL),T.Davis (CAR)
J.Tamme (ATL),K.Coleman (CAR)
P.DiMarco (ATL),S.Thompson (CAR)
J.Hardy (ATL),B.Benwikere (CAR)
C.Brown (CAR),R.Alford (ATL)
G.Olsen (CAR),J.Durant (ATL)
J.Cotchery (CAR),P.Worrilow (ATL)
P.DiMarco (ATL),B.Benwikere (CAR)
D.Freeman (ATL),T.Davis (CAR)
R.White (ATL),C.Finnegan (CAR)
R.White (ATL),R.Harper (CAR)
J.Jones (ATL),C.Finnegan (CAR)
D.Funchess (CAR),R.Alford (ATL)
J.Jones (ATL),K.Coleman (CAR)
R.White (ATL),L.Kuechly (CAR)
J.Hardy (ATL),C.Finnegan (CAR)
J.Tamme (ATL),B.Benwikere (CAR)
J.Stewart (CAR),J.Babineaux (ATL)
M.Tolbert (CAR),P.Worrilow (ATL)
C.Brown (CAR),R.Allen (ATL)
D.Freeman (ATL),J.Norman (CAR)
D.Freeman (ATL),A.Klein (CAR)
M.Tolbert (CAR),K.Ishmael (ATL)
J.Cotchery (CAR),R.Therezie (ATL)
J.Tamme (ATL),T.Davis (CAR)
J.Jones (ATL),L.Kuechly (CAR)
S.Simonson (CAR),A.Clayborn (ATL)
F.Whittaker (CAR),P.Worrilow (ATL)
D.Funchess (CAR),P.Adams (ATL)
J.Jones (ATL),A.Klein (CAR)
N.Williams (ATL),K.Coleman (CAR)
R.White (ATL),T.Boston (CAR)
N.Williams (ATL),A.Klein (CAR)
N.Williams (ATL),T.Williams (CAR)
J.Hardy (ATL),J.Norman (CAR)
N.Williams (ATL),M.Addison (CAR)
V.Jackson (TB),B.Browner (NO)
C.Brate (TB),J.Anderson (NO)
B.Cooks (NO),S.Moore (TB)
B.Watson (NO),D.Lansanah (TB)
B.Watson (NO),C.Conte (TB)
C.Spiller (NO),J.Adjei-Barimah (TB)
W.Snead (NO),L.David (TB)
C.Spiller (NO),K.Tandy (TB)
W.Snead (NO),B.McDougald (TB)
V.Jackson (TB),K.Wilson (NO)
B.Watson (NO),A.Verner (TB)
B.Watson (NO),M.Wright (TB)
W.Snead (NO),J.Adjei-Barimah (TB)
C.Spiller (NO),L.David (TB)
B.Coleman (NO),J.Adjei-Barimah (TB)
C.Sims (TB),D.Ellerbe (NO)
D.Dye (TB),J.Byrd (NO)
W.Snead (NO),C.Conte (TB)
C.Sims (TB),J.Byrd (NO)
M.Evans (TB),D.Swann (NO)
B.Coleman (NO),C.Conte (TB)
B.Watson (NO),J.Adjei-Barimah (TB)
D.Martin (TB),H.Kikaha (NO)
M.Colston (NO),D.Lansanah (TB)
R.Shepard (TB),K.Vaccaro (NO)
C.Sims (TB),O.Gwacham (NO)
C.Sims (TB),D.Swann (NO)
A.Seferian (TB),B.Browner (NO)
M.Evans (TB),B.Browner (NO)
T.Hightower (NO),H.Melton (TB)
D.Thomas (DEN),D.Autry (OAK)
R.Hillman (DEN),C.Lofton (OAK)
D.Thomas (DEN),T.Carrie (OAK)
D.Thomas (DEN),B.Heeney (OAK)
J.Thompson (DEN),D.Amerson (OAK)
J.Norwood (DEN),D.Hayden (OAK)
V.Davis (DEN),B.Mayowa (OAK)
V.Davis (DEN),M.Smith (OAK)
M.Rivera (OAK),B.Marshall (DEN)
D.Thomas (DEN),T.Mays (OAK)
J.Thompson (DEN),B.Heeney (OAK)
O.Daniels (DEN),M.Smith (OAK)
D.Thomas (DEN),L.Orr (OAK)
B.Fowler (DEN),C.Lofton (OAK)
V.Davis (DEN),C.Lofton (OAK)
V.Davis (DEN),C.Woodson (OAK)
R.Hillman (DEN),M.Edwards (OAK)
M.Crabtree (OAK),A.Talib (DEN)
M.Rivera (OAK),C.Harris (DEN)
C.Walford (OAK),C.Harris (DEN)
S.Roberts (OAK),B.Roby (DEN)
C.Walford (OAK),B.Marshall (DEN)
O.Daniels (DEN),C.Woodson (OAK)
D.Thomas (DEN),C.Lofton (OAK)
J.Thompson (DEN),N.Thorpe (OAK)
J.Thompson (DEN),T.Carrie (OAK)
C.Walford (OAK),D.Stewart (DEN)
V.Davis (DEN),N.Thorpe (OAK)
O.Daniels (DEN),D.McDonald (OAK)
R.Hillman (DEN),B.Heeney (OAK)
J.Witten (DAL),M.Neal (GB)
D.Adams (GB),B.Church (DAL)
R.Cobb (GB),B.Church (DAL)
J.Jones (GB),J.Wilcox (DAL)
R.Cobb (GB),R.McClain (DAL)
E.Lacy (GB),R.McClain (DAL)
D.Bryant (DAL),C.Matthews (GB)
J.Starks (GB),R.McClain (DAL)
J.Jones (GB),B.Carr (DAL)
J.Witten (DAL),M.Hyde (GB)
D.Bryant (DAL),D.Randall (GB)
J.Jones (GB),M.Claiborne (DAL)
R.Cobb (GB),S.Lee (DAL)
J.Perillo (GB),B.Church (DAL)
D.Adams (GB),B.Carr (DAL)
T.Williams (DAL),Q.Rollins (GB)
R.Cobb (GB),M.Claiborne (DAL)
J.Starks (GB),S.Lee (DAL)
R.Cobb (GB),J.Heath (DAL)
C.Beasley (DAL),H.Clinton-Dix (GB)
C.Beasley (DAL),C.Hayward (GB)
T.Williams (DAL),C.Hayward (GB)
R.Gronkowski (NE),W.Mercilus (HOU)
A.Hunt (HOU),L.Johnson (NE)
N.Washington (HOU),M.Butler (NE)
B.LaFell (NE),J.Joseph (HOU)
K.Martin (NE),K.Johnson (HOU)
D.Amendola (NE),K.Jackson (HOU)
J.White (NE),K.Jackson (HOU)
B.LaFell (NE),K.Jackson (HOU)
K.Martin (NE),Q.Demps (HOU)
D.Amendola (NE),A.Hal (HOU)
J.White (NE),B.McKinney (HOU)
J.White (NE),A.Hal (HOU)
D.Hopkins (HOU),J.Collins (NE)
D.Amendola (NE),B.Cushing (HOU)
R.Griffin (HOU),P.Chung (NE)
N.Washington (HOU),J.Grimes (NE)
J.Grimes (HOU),J.Mayo (NE)
B.LaFell (NE),K.Johnson (HOU)
D.Amendola (NE),B.McKinney (HOU)
D.Amendola (NE),Q.Demps (HOU)
R.Gronkowski (NE),Q.Demps (HOU)
J.White (NE),J.Joseph (HOU)
J.Cameron (MIA),C.Dahl (NYG)
D.Sims (MIA),L.Collins (NYG)
R.Randle (NYG),Bo.McCain (MIA)
D.Harris (NYG),Br.McCain (MIA)
J.Landry (MIA),L.Collins (NYG)
J.Landry (MIA),D.Rodgers-Cromartie (NYG)
O.Beckham (NYG),B.Grimes (MIA)
J.Landry (MIA),M.Kuhn (NYG)
R.Randle (NYG),M.Thomas (MIA)
W.Tye (NYG),J.Jenkins (MIA)
O.Beckham (NYG),J.Jenkins (MIA)
G.Jennings (MIA),P.Amukamara (NYG)
K.Stills (MIA),D.Rodgers-Cromartie (NYG)
J.Landry (MIA),J.Brinkley (NYG)
H.Nicks (NYG),Bo.McCain (MIA)
J.Landry (MIA),C.Taylor (NYG)
J.Landry (MIA),T.Wade (NYG)
D.Sims (MIA),P.Amukamara (NYG)
D.Sims (MIA),C.Jenkins (NYG)
W.Tye (NYG),R.Jones (MIA)
S.Vereen (NYG),R.Jones (MIA)
J.Ajayi (MIA),U.Unga (NYG)
D.Harris (NYG),K.Misi (MIA)
O.Darkwa (NYG),K.Sheppard (MIA)
R.Randle (NYG),B.Grimes (MIA)
D.Harris (NYG),K.Sheppard (MIA)
J.Cameron (MIA),M.Herzlich (NYG)
R.Randle (NYG),Br.McCain (MIA)
G.Jennings (MIA),T.Wade (NYG)
D.Parker (MIA),J.Brinkley (NYG)
O.Beckham (NYG),Br.McCain (MIA)
D.Harris (NYG),M.Thomas (MIA)
O.Beckham (NYG),R.Jones (MIA)
L.Kendricks (STL),O.Lemon (TB)
T.Gurley (STL),S.Moore (TB)
A.Humphries (TB),M.Alexander (STL)
K.Britt (STL),K.Tandy (TB)
M.Evans (TB),T.Johnson (STL)
T.Austin (STL),C.Conte (TB)
L.Kendricks (STL),D.Lansanah (TB)
J.Cook (STL),M.Wright (TB)
T.Gurley (STL),W.Gholston (TB)
C.Sims (TB),M.Alexander (STL)
